Fecha|Valor
1980-10-27 07:00:00|28.6
1980-10-28 07:00:00|28.6
1980-10-29 07:00:00|28.4
1980-10-30 07:00:00|27.7
1980-10-31 07:00:00|27.5
1980-11-01 07:00:00|28.5
1980-11-02 07:00:00|28.5
1980-11-03 07:00:00|28.2
1980-11-04 07:00:00|26.7
1980-11-05 07:00:00|26.4
1980-11-06 07:00:00|25.9
1980-11-07 07:00:00|27.6
1980-11-08 07:00:00|28.0
1980-11-09 07:00:00|27.4
1980-11-10 07:00:00|28.0
1980-11-11 07:00:00|28.6
1980-11-12 07:00:00|24.8
1980-11-13 07:00:00|26.5
1980-11-14 07:00:00|27.7
1980-11-15 07:00:00|26.8
1980-11-16 07:00:00|27.7
1980-11-17 07:00:00|28.3
1980-11-18 07:00:00|28.4
1980-11-19 07:00:00|28.4
1980-11-20 07:00:00|28.5
1980-11-21 07:00:00|27.9
1980-11-22 07:00:00|27.8
1980-11-23 07:00:00|27.1
1980-11-24 07:00:00|27.0
1980-11-25 07:00:00|26.9
1980-11-26 07:00:00|27.2
1980-11-27 07:00:00|27.0
1980-11-28 07:00:00|27.2
1980-11-29 07:00:00|27.7
1980-11-30 07:00:00|27.4
1981-01-01 07:00:00|24.7
1981-01-02 07:00:00|27.1
1981-01-03 07:00:00|27.5
1981-01-04 07:00:00|27.3
1981-01-05 07:00:00|27.1
1981-01-06 07:00:00|27.3
1981-01-07 07:00:00|27.2
1981-01-08 07:00:00|26.7
1981-01-09 07:00:00|27.1
1981-01-10 07:00:00|26.9
1981-01-11 07:00:00|27.6
1981-01-12 07:00:00|26.6
1981-01-13 07:00:00|25.7
1981-01-14 07:00:00|27.0
1981-01-15 07:00:00|26.9
1981-01-16 07:00:00|27.3
1981-01-17 07:00:00|27.1
1981-01-18 07:00:00|27.5
1981-01-19 07:00:00|26.7
1981-01-20 07:00:00|27.2
1981-01-21 07:00:00|27.3
1981-01-22 07:00:00|28.0
1981-01-23 07:00:00|27.1
1981-01-24 07:00:00|27.4
1981-01-25 07:00:00|27.7
1981-01-26 07:00:00|27.4
1981-01-27 07:00:00|27.4
1981-01-28 07:00:00|27.9
1981-01-29 07:00:00|27.7
1981-01-30 07:00:00|27.2
1981-01-31 07:00:00|27.2
1981-02-01 07:00:00|27.4
1981-02-02 07:00:00|27.8
1981-02-03 07:00:00|26.9
1981-02-04 07:00:00|27.3
1981-02-05 07:00:00|26.8
1981-02-06 07:00:00|26.7
1981-02-07 07:00:00|27.1
1981-02-08 07:00:00|26.8
1981-02-09 07:00:00|26.7
1981-02-10 07:00:00|27.1
1981-02-11 07:00:00|26.8
1981-02-12 07:00:00|25.1
1981-02-13 07:00:00|26.2
1981-02-14 07:00:00|26.0
1981-02-15 07:00:00|26.1
1981-02-16 07:00:00|26.1
1981-02-17 07:00:00|26.6
1981-02-18 07:00:00|26.5
1981-02-19 07:00:00|26.8
1981-02-20 07:00:00|27.0
1981-02-21 07:00:00|26.4
1981-02-22 07:00:00|26.5
1981-02-23 07:00:00|26.4
1981-02-24 07:00:00|26.6
1981-02-25 07:00:00|26.9
1981-02-26 07:00:00|27.0
1981-02-27 07:00:00|26.8
1981-02-28 07:00:00|26.6
1981-03-02 07:00:00|27.2
1981-03-03 07:00:00|26.7
1981-03-04 07:00:00|27.2
1981-03-05 07:00:00|27.9
1981-03-06 07:00:00|27.9
1981-03-07 07:00:00|27.9
1981-03-09 07:00:00|27.6
1981-03-10 07:00:00|27.5
1981-03-11 07:00:00|26.9
1981-03-12 07:00:00|26.9
1981-03-13 07:00:00|27.2
1981-03-14 07:00:00|27.7
1981-03-15 07:00:00|27.4
1981-03-16 07:00:00|27.0
1981-03-17 07:00:00|26.7
1981-03-18 07:00:00|27.1
1981-03-19 07:00:00|28.7
1981-03-20 07:00:00|27.1
1981-03-21 07:00:00|27.2
1981-03-22 07:00:00|27.8
1981-03-23 07:00:00|27.7
1981-03-24 07:00:00|27.3
1981-03-25 07:00:00|27.5
1981-03-26 07:00:00|27.6
1981-03-27 07:00:00|27.9
1981-03-28 07:00:00|27.6
1981-03-29 07:00:00|28.3
1981-03-30 07:00:00|28.3
1981-03-31 07:00:00|27.7
1981-04-01 07:00:00|27.3
1981-04-02 07:00:00|27.4
1981-04-03 07:00:00|27.0
1981-04-04 07:00:00|27.1
1981-04-05 07:00:00|27.5
1981-04-06 07:00:00|27.1
1981-04-07 07:00:00|26.6
1981-04-08 07:00:00|27.2
1981-04-09 07:00:00|27.1
1981-04-10 07:00:00|27.2
1981-04-11 07:00:00|27.0
1981-04-12 07:00:00|26.1
1981-04-13 07:00:00|26.3
1981-04-15 07:00:00|26.1
1981-04-17 07:00:00|26.5
1981-04-18 07:00:00|25.3
1981-04-19 07:00:00|25.6
1981-04-20 07:00:00|26.3
1981-04-21 07:00:00|26.8
1981-04-22 07:00:00|27.4
1981-04-23 07:00:00|27.4
1981-04-24 07:00:00|27.8
1981-04-25 07:00:00|27.8
1981-04-26 07:00:00|27.8
1981-04-27 07:00:00|27.0
1981-04-28 07:00:00|25.7
1981-04-29 07:00:00|27.0
1981-04-30 07:00:00|28.3
1981-05-01 07:00:00|27.5
1981-05-02 07:00:00|27.5
1981-05-03 07:00:00|28.7
1981-05-04 07:00:00|28.3
1981-05-05 07:00:00|28.1
1981-05-06 07:00:00|27.0
1981-05-07 07:00:00|25.2
1981-05-08 07:00:00|28.1
1981-05-09 07:00:00|27.1
1981-05-11 07:00:00|27.4
1981-05-12 07:00:00|28.0
1981-05-15 07:00:00|26.5
1981-05-17 07:00:00|29.1
1981-05-18 07:00:00|28.4
1981-05-19 07:00:00|29.4
1981-05-20 07:00:00|29.0
1981-05-21 07:00:00|29.2
1981-05-23 07:00:00|27.8
1981-05-29 07:00:00|28.1
1981-05-30 07:00:00|27.1
1981-06-01 07:00:00|27.6
1981-06-02 07:00:00|27.6
1981-06-03 07:00:00|29.0
1981-06-04 07:00:00|28.9
1981-06-05 07:00:00|29.3
1981-06-06 07:00:00|29.7
1981-06-07 07:00:00|28.3
1981-06-08 07:00:00|26.2
1981-06-09 07:00:00|27.3
1981-06-10 07:00:00|27.1
1981-06-11 07:00:00|27.1
1981-06-12 07:00:00|27.8
1981-06-13 07:00:00|27.7
1981-06-14 07:00:00|28.8
1981-06-15 07:00:00|29.0
1981-06-16 07:00:00|28.2
1981-06-17 07:00:00|27.7
1981-06-18 07:00:00|27.9
1981-06-19 07:00:00|27.2
1981-06-20 07:00:00|28.4
1981-06-21 07:00:00|28.4
1981-06-22 07:00:00|28.1
1981-06-23 07:00:00|29.0
1981-06-24 07:00:00|28.5
1981-06-25 07:00:00|28.2
1981-06-26 07:00:00|28.5
1981-06-27 07:00:00|29.1
1981-06-28 07:00:00|28.8
1981-06-29 07:00:00|26.7
1981-06-30 07:00:00|27.3
1981-07-01 07:00:00|27.5
1981-07-02 07:00:00|28.8
1981-07-03 07:00:00|28.8
1981-07-04 07:00:00|28.2
1981-07-05 07:00:00|27.4
1981-07-06 07:00:00|28.5
1981-07-07 07:00:00|29.3
1981-07-08 07:00:00|28.8
1981-07-09 07:00:00|28.7
1981-07-10 07:00:00|25.5
1981-07-11 07:00:00|27.7
1981-07-12 07:00:00|28.8
1981-07-13 07:00:00|28.3
1981-07-14 07:00:00|28.3
1981-07-15 07:00:00|28.7
1981-07-16 07:00:00|28.8
1981-07-17 07:00:00|26.0
1981-07-18 07:00:00|27.7
1981-07-19 07:00:00|28.4
1981-07-20 07:00:00|28.9
1981-07-21 07:00:00|28.3
1981-07-22 07:00:00|29.1
1981-07-23 07:00:00|28.6
1981-07-24 07:00:00|28.6
1981-07-25 07:00:00|29.1
1981-07-26 07:00:00|28.9
1981-07-27 07:00:00|29.0
1981-07-28 07:00:00|28.6
1981-07-29 07:00:00|28.5
1981-07-30 07:00:00|27.8
1981-07-31 07:00:00|28.1
1981-09-02 07:00:00|27.8
1981-09-03 07:00:00|28.0
1981-09-04 07:00:00|28.1
1981-09-05 07:00:00|28.5
1981-09-06 07:00:00|27.5
1981-09-07 07:00:00|27.9
1981-09-08 07:00:00|28.3
1981-09-11 07:00:00|28.1
1981-09-14 07:00:00|29.4
1981-09-15 07:00:00|29.5
1981-09-16 07:00:00|27.8
1981-09-17 07:00:00|28.0
1981-09-18 07:00:00|28.8
1981-09-19 07:00:00|28.8
1981-09-20 07:00:00|28.3
1981-09-21 07:00:00|29.0
1981-09-22 07:00:00|29.5
1981-09-23 07:00:00|29.6
1981-09-24 07:00:00|29.1
1981-09-25 07:00:00|28.3
1981-09-26 07:00:00|29.1
1981-09-27 07:00:00|29.6
1981-09-28 07:00:00|28.5
1981-09-29 07:00:00|29.0
1981-09-30 07:00:00|29.8
1981-10-02 07:00:00|29.7
1981-10-03 07:00:00|28.7
1981-10-04 07:00:00|29.2
1981-10-05 07:00:00|29.2
1981-10-06 07:00:00|29.1
1981-10-07 07:00:00|28.4
1981-10-08 07:00:00|28.2
1981-10-09 07:00:00|27.3
1981-10-10 07:00:00|26.7
1981-10-11 07:00:00|28.3
1981-10-12 07:00:00|28.5
1981-10-13 07:00:00|28.0
1981-10-14 07:00:00|27.8
1981-10-15 07:00:00|28.3
1981-10-16 07:00:00|27.9
1981-10-17 07:00:00|28.9
1981-10-18 07:00:00|27.2
1981-10-19 07:00:00|27.9
1981-10-20 07:00:00|28.4
1981-10-21 07:00:00|28.6
1981-10-22 07:00:00|27.9
1981-10-23 07:00:00|24.9
1981-10-24 07:00:00|27.9
1981-10-25 07:00:00|28.3
1981-10-26 07:00:00|28.5
1981-10-27 07:00:00|27.6
1981-10-28 07:00:00|26.7
1981-10-29 07:00:00|27.6
1981-10-30 07:00:00|28.7
1981-10-31 07:00:00|24.5
1981-12-01 07:00:00|28.3
1981-12-02 07:00:00|27.9
1981-12-03 07:00:00|28.4
1981-12-04 07:00:00|28.3
1981-12-05 07:00:00|27.6
1981-12-06 07:00:00|27.9
1981-12-07 07:00:00|27.7
1981-12-08 07:00:00|28.1
1981-12-09 07:00:00|27.7
1981-12-10 07:00:00|24.8
1981-12-11 07:00:00|25.6
1981-12-12 07:00:00|27.4
1981-12-13 07:00:00|28.8
1981-12-14 07:00:00|29.0
1981-12-15 07:00:00|28.2
1981-12-16 07:00:00|28.0
1981-12-17 07:00:00|28.0
1981-12-18 07:00:00|27.8
1981-12-19 07:00:00|27.8
1981-12-20 07:00:00|27.5
1981-12-21 07:00:00|27.2
1981-12-22 07:00:00|27.4
1981-12-23 07:00:00|27.4
1981-12-24 07:00:00|27.1
1981-12-25 07:00:00|28.0
1981-12-26 07:00:00|27.9
1981-12-27 07:00:00|27.8
1981-12-28 07:00:00|27.6
1981-12-29 07:00:00|27.6
1981-12-30 07:00:00|27.6
1981-12-31 07:00:00|27.4
1983-04-01 07:00:00|27.200000000000003
1983-04-02 07:00:00|27.65
1983-04-03 07:00:00|28.15
1983-04-04 07:00:00|27.75
1983-04-05 07:00:00|27.450000000000003
1983-04-06 07:00:00|27.674999999999997
1983-04-07 07:00:00|27.25
1983-04-08 07:00:00|27.4
1983-04-09 07:00:00|27.4
1983-04-10 07:00:00|27.5
1983-04-11 07:00:00|26.975
1983-04-12 07:00:00|26.95
1983-04-13 07:00:00|27.35
1983-04-14 07:00:00|27.425
1983-04-15 07:00:00|27.549999999999997
1983-04-16 07:00:00|26.8
1983-04-17 07:00:00|27.75
1983-04-18 07:00:00|27.200000000000003
1983-04-19 07:00:00|27.799999999999997
1983-04-20 07:00:00|27.85
1983-04-21 07:00:00|28.15
1983-04-22 07:00:00|27.775
1983-04-23 07:00:00|28.0
1983-04-24 07:00:00|28.7
1983-04-25 07:00:00|28.1
1983-04-26 07:00:00|28.2
1983-04-27 07:00:00|27.9
1983-04-28 07:00:00|28.0
1983-04-29 07:00:00|27.375
1983-04-30 07:00:00|27.75
1983-05-01 07:00:00|28.099999999999998
1983-05-02 07:00:00|28.15
1983-05-03 07:00:00|27.875
1983-05-04 07:00:00|27.75
1983-05-05 07:00:00|28.549999999999997
1983-05-06 07:00:00|28.15
1983-05-07 07:00:00|28.1
1983-05-08 07:00:00|28.575000000000003
1983-05-09 07:00:00|28.35
1983-05-11 07:00:00|28.3
1983-05-12 07:00:00|28.0
1983-05-13 07:00:00|28.3
1983-05-14 07:00:00|28.65
1983-05-15 07:00:00|28.6
1983-05-16 07:00:00|28.75
1983-05-17 07:00:00|28.35
1983-05-18 07:00:00|28.4
1983-05-19 07:00:00|28.2
1983-05-20 07:00:00|28.200000000000003
1983-05-21 07:00:00|28.15
1983-05-22 07:00:00|27.974999999999998
1983-05-23 07:00:00|27.925
1983-05-24 07:00:00|27.924999999999997
1983-05-25 07:00:00|28.25
1983-05-26 07:00:00|28.35
1983-05-27 07:00:00|28.325
1983-05-28 07:00:00|28.5
1983-05-29 07:00:00|28.450000000000003
1983-05-30 07:00:00|28.549999999999997
1983-05-31 07:00:00|28.9
1983-06-01 07:00:00|29.450000000000003
1983-06-02 07:00:00|29.1
1983-06-03 07:00:00|29.15
1983-06-04 07:00:00|28.525
1983-06-05 07:00:00|28.7
1983-06-06 07:00:00|28.299999999999997
1983-06-07 07:00:00|28.700000000000003
1983-06-09 07:00:00|28.65
1983-06-10 07:00:00|28.425
1983-06-11 07:00:00|28.75
1983-06-12 07:00:00|29.0
1983-06-13 07:00:00|29.549999999999997
1983-06-14 07:00:00|28.075
1983-06-15 07:00:00|29.4
1983-06-16 07:00:00|30.1
1983-06-17 07:00:00|29.75
1983-06-18 07:00:00|29.65
1983-06-19 07:00:00|30.85
1983-06-20 07:00:00|30.075
1983-06-21 07:00:00|29.9
1983-06-22 07:00:00|28.55
1983-06-23 07:00:00|28.425
1983-06-24 07:00:00|28.65
1983-06-26 07:00:00|29.1
1983-06-27 07:00:00|28.725
1983-06-29 07:00:00|28.75
1983-06-30 07:00:00|28.075
1983-07-01 07:00:00|28.25
1983-07-02 07:00:00|28.174999999999997
1983-07-03 07:00:00|27.9
1983-07-04 07:00:00|28.299999999999997
1983-07-05 07:00:00|27.950000000000003
1983-07-06 07:00:00|27.6
1983-07-07 07:00:00|27.8
1983-07-08 07:00:00|29.0
1983-07-09 07:00:00|26.575
1983-07-10 07:00:00|28.2
1983-07-11 07:00:00|28.0
1983-08-12 07:00:00|27.7
1983-08-13 07:00:00|28.4
1983-08-14 07:00:00|28.4
1983-08-15 07:00:00|28.25
1983-08-16 07:00:00|28.225
1983-08-17 07:00:00|28.2
1983-08-18 07:00:00|28.575
1983-08-19 07:00:00|28.075
1983-08-20 07:00:00|28.625
1983-08-21 07:00:00|28.575
1983-08-22 07:00:00|28.9
1983-08-23 07:00:00|29.224999999999998
1983-08-24 07:00:00|28.575
1983-08-25 07:00:00|27.325
1983-08-26 07:00:00|27.275
1983-08-27 07:00:00|27.950000000000003
1983-08-28 07:00:00|28.35
1983-08-29 07:00:00|28.549999999999997
1983-08-30 07:00:00|27.25
1983-08-31 07:00:00|28.549999999999997
1983-09-01 07:00:00|28.575000000000003
1983-09-02 07:00:00|28.45
1983-09-03 07:00:00|28.9
1983-09-04 07:00:00|28.549999999999997
1983-09-05 07:00:00|28.75
1983-09-06 07:00:00|28.4
1983-09-07 07:00:00|27.05
1983-09-08 07:00:00|28.45
1983-09-09 07:00:00|26.7
1983-09-10 07:00:00|27.65
1983-09-11 07:00:00|26.425
1983-09-12 07:00:00|28.35
1983-09-13 07:00:00|28.7
1983-09-14 07:00:00|28.4
1983-09-15 07:00:00|28.3
1983-09-16 07:00:00|28.75
1983-09-17 07:00:00|28.1
1983-09-18 07:00:00|28.700000000000003
1983-09-19 07:00:00|28.275
1983-09-20 07:00:00|28.6
1983-09-21 07:00:00|28.1
1983-09-22 07:00:00|28.05
1983-09-23 07:00:00|28.25
1983-09-24 07:00:00|29.049999999999997
1983-09-25 07:00:00|29.35
1983-09-26 07:00:00|28.6
1983-09-27 07:00:00|28.85
1983-09-28 07:00:00|28.75
1983-09-29 07:00:00|28.5
1983-09-30 07:00:00|28.75
1983-10-01 07:00:00|28.975
1983-10-02 07:00:00|29.0
1983-10-03 07:00:00|27.65
1983-10-04 07:00:00|28.35
1983-10-05 07:00:00|28.9
1983-10-06 07:00:00|28.6
1983-10-07 07:00:00|28.4
1983-10-08 07:00:00|28.525
1983-10-09 07:00:00|26.925
1983-10-10 07:00:00|28.3
1983-10-11 07:00:00|28.65
1983-10-12 07:00:00|28.4
1983-10-13 07:00:00|28.4
1983-10-14 07:00:00|28.7
1983-10-15 07:00:00|27.5
1983-10-16 07:00:00|24.95
1983-10-17 07:00:00|26.849999999999998
1983-10-18 07:00:00|28.4
1983-10-19 07:00:00|27.45
1983-10-20 07:00:00|25.75
1983-10-21 07:00:00|27.799999999999997
1983-10-22 07:00:00|27.2
1983-10-23 07:00:00|28.299999999999997
1983-10-24 07:00:00|28.6
1983-10-25 07:00:00|27.150000000000002
1983-10-26 07:00:00|27.9
1983-10-27 07:00:00|28.5
1983-10-28 07:00:00|28.65
1983-10-29 07:00:00|27.799999999999997
1983-10-30 07:00:00|27.4
1983-10-31 07:00:00|25.75
1983-11-01 07:00:00|26.25
1983-11-02 07:00:00|27.7
1983-11-03 07:00:00|27.85
1983-11-04 07:00:00|28.549999999999997
1983-11-05 07:00:00|28.95
1983-11-06 07:00:00|29.2
1983-11-07 07:00:00|28.799999999999997
1983-11-08 07:00:00|28.65
1983-11-09 07:00:00|28.25
1983-11-10 07:00:00|28.5
1983-11-11 07:00:00|29.6
1983-11-12 07:00:00|28.4
1983-11-13 07:00:00|28.5
1983-11-14 07:00:00|28.75
1983-11-15 07:00:00|28.549999999999997
1983-11-16 07:00:00|28.35
1983-11-17 07:00:00|28.75
1983-11-18 07:00:00|28.6
1983-11-19 07:00:00|28.6
1983-11-20 07:00:00|28.95
1983-11-21 07:00:00|28.75
1983-11-22 07:00:00|28.1
1983-11-23 07:00:00|28.0
1983-11-24 07:00:00|27.975
1983-11-25 07:00:00|27.875
1983-11-26 07:00:00|27.75
1983-11-27 07:00:00|28.1
1983-11-28 07:00:00|27.875
1983-11-29 07:00:00|27.475
1983-11-30 07:00:00|27.425
1983-12-01 07:00:00|27.299999999999997
1983-12-02 07:00:00|27.65
1983-12-03 07:00:00|27.700000000000003
1983-12-04 07:00:00|27.45
1983-12-05 07:00:00|27.075
1983-12-06 07:00:00|27.1
1983-12-07 07:00:00|27.3
1983-12-08 07:00:00|27.299999999999997
1983-12-09 07:00:00|27.4
1983-12-10 07:00:00|27.0
1983-12-11 07:00:00|27.15
1983-12-12 07:00:00|27.0
1983-12-13 07:00:00|27.275
1983-12-14 07:00:00|27.35
1983-12-15 07:00:00|27.7
1983-12-16 07:00:00|27.375
1983-12-17 07:00:00|26.55
1983-12-18 07:00:00|27.0
1983-12-19 07:00:00|27.125
1983-12-20 07:00:00|26.925
1983-12-21 07:00:00|27.4
1983-12-22 07:00:00|27.35
1983-12-23 07:00:00|27.15
1983-12-24 07:00:00|26.85
1983-12-25 07:00:00|26.65
1983-12-27 07:00:00|27.549999999999997
1983-12-28 07:00:00|27.7
1983-12-29 07:00:00|27.15
1983-12-30 07:00:00|26.4
1983-12-31 07:00:00|26.2
1984-01-01 07:00:00|26.875
1984-01-02 07:00:00|26.5
1984-01-03 07:00:00|26.4
1984-01-04 07:00:00|26.15
1984-01-05 07:00:00|26.15
1984-01-06 07:00:00|25.85
1984-01-07 07:00:00|26.4
1984-01-08 07:00:00|26.625
1984-01-09 07:00:00|26.95
1984-01-10 07:00:00|26.65
1984-01-11 07:00:00|26.65
1984-01-12 07:00:00|26.675
1984-01-13 07:00:00|26.9
1984-01-15 07:00:00|27.625
1984-01-16 07:00:00|27.3
1984-01-17 07:00:00|27.3
1984-01-18 07:00:00|27.200000000000003
1984-01-19 07:00:00|26.85
1984-01-20 07:00:00|26.799999999999997
1984-01-21 07:00:00|26.65
1984-01-22 07:00:00|26.549999999999997
1984-01-23 07:00:00|26.475
1984-01-24 07:00:00|26.75
1984-01-25 07:00:00|26.5
1984-01-26 07:00:00|26.6
1984-01-27 07:00:00|26.4
1984-01-28 07:00:00|26.1
1984-01-29 07:00:00|26.475
1984-01-30 07:00:00|26.975
1984-01-31 07:00:00|26.1
1984-02-01 07:00:00|26.5
1984-02-02 07:00:00|26.65
1984-02-03 07:00:00|26.45
1984-02-04 07:00:00|26.125
1984-02-05 07:00:00|26.325
1984-02-06 07:00:00|26.225
1984-02-07 07:00:00|26.275
1984-02-08 07:00:00|26.775
1984-02-09 07:00:00|26.425
1984-02-10 07:00:00|26.65
1984-02-11 07:00:00|26.6
1984-02-12 07:00:00|26.5
1984-02-13 07:00:00|26.475
1984-02-14 07:00:00|26.275
1984-02-15 07:00:00|26.45
1984-02-16 07:00:00|26.6
1984-02-17 07:00:00|26.75
1984-02-18 07:00:00|26.450000000000003
1984-02-19 07:00:00|26.8
1984-02-20 07:00:00|26.875
1984-02-21 07:00:00|26.849999999999998
1984-02-22 07:00:00|26.875
1984-02-23 07:00:00|27.3
1984-02-24 07:00:00|27.375
1984-02-25 07:00:00|27.05
1984-02-26 07:00:00|26.825
1984-02-27 07:00:00|27.3
1984-02-28 07:00:00|26.674999999999997
1984-02-29 07:00:00|26.549999999999997
1984-03-01 07:00:00|26.45
1984-03-02 07:00:00|26.5
1984-03-03 07:00:00|26.799999999999997
1984-03-04 07:00:00|26.45
1984-03-05 07:00:00|26.625
1984-03-06 07:00:00|26.65
1984-03-07 07:00:00|26.549999999999997
1984-03-08 07:00:00|26.7
1984-03-09 07:00:00|26.2
1984-03-10 07:00:00|26.35
1984-03-11 07:00:00|26.35
1984-03-12 07:00:00|26.375
1984-03-13 07:00:00|26.375
1984-03-14 07:00:00|26.2
1984-03-15 07:00:00|26.35
1984-03-16 07:00:00|25.825
1984-03-17 07:00:00|25.95
1984-03-18 07:00:00|25.65
1984-03-19 07:00:00|25.95
1984-03-20 07:00:00|26.575
1984-03-21 07:00:00|26.725
1984-03-22 07:00:00|26.75
1984-03-23 07:00:00|26.975
1984-03-24 07:00:00|26.875
1984-03-25 07:00:00|27.15
1984-03-26 07:00:00|27.2
1984-03-27 07:00:00|27.275
1984-03-28 07:00:00|27.375
1984-03-29 07:00:00|28.25
1984-03-30 07:00:00|27.6
1984-03-31 07:00:00|27.25
1984-04-01 07:00:00|27.45
1984-04-02 07:00:00|27.2
1984-04-03 07:00:00|27.025
1984-04-04 07:00:00|26.95
1984-04-05 07:00:00|26.525
1984-04-06 07:00:00|27.05
1984-04-07 07:00:00|26.95
1984-04-08 07:00:00|27.5
1984-04-09 07:00:00|26.975
1984-04-10 07:00:00|26.975
1984-04-11 07:00:00|27.8
1984-04-12 07:00:00|27.575
1984-04-13 07:00:00|28.125
1984-04-14 07:00:00|27.525
1984-04-15 07:00:00|27.575
1984-04-16 07:00:00|27.4
1984-04-17 07:00:00|27.4
1984-04-18 07:00:00|27.65
1984-04-19 07:00:00|27.375
1984-04-20 07:00:00|27.8
1984-04-21 07:00:00|27.200000000000003
1984-04-22 07:00:00|26.875
1984-04-23 07:00:00|27.025
1984-04-24 07:00:00|27.225
1984-04-25 07:00:00|27.5
1984-04-26 07:00:00|27.25
1984-04-27 07:00:00|27.5
1984-04-28 07:00:00|27.549999999999997
1984-04-29 07:00:00|27.5
1984-04-30 07:00:00|27.25
1984-05-01 07:00:00|27.475
1984-05-02 07:00:00|27.825
1984-05-03 07:00:00|27.975
1984-05-04 07:00:00|27.85
1984-05-05 07:00:00|28.275
1984-05-06 07:00:00|27.825
1984-05-07 07:00:00|27.325
1984-05-08 07:00:00|26.924999999999997
1984-05-09 07:00:00|26.75
1984-05-10 07:00:00|27.05
1984-05-11 07:00:00|27.35
1984-05-12 07:00:00|26.6
1984-05-13 07:00:00|26.5
1984-05-14 07:00:00|26.9
1984-05-15 07:00:00|27.25
1984-05-16 07:00:00|27.5
1984-05-17 07:00:00|27.625
1984-05-18 07:00:00|27.7
1984-05-19 07:00:00|27.95
1984-05-20 07:00:00|28.05
1984-05-21 07:00:00|27.75
1984-05-22 07:00:00|27.875
1984-05-23 07:00:00|28.575
1984-05-24 07:00:00|28.025
1984-05-25 07:00:00|27.85
1984-05-26 07:00:00|27.275
1984-05-27 07:00:00|26.125
1984-05-28 07:00:00|27.45
1984-05-29 07:00:00|28.425
1984-05-30 07:00:00|28.8
1984-05-31 07:00:00|27.625
